Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
430,,,,,10.3389/fchem.2020.00443,2020,Materials and Methods,6,0 were generated using Epik (Shelley et al,Epik,,SM2864,software,967,,,,,,,,,,,,Epik,Epik,Github API,https://github.com/Ajeeth89/Epik,Epik website,https://github.com/Ajeeth89/Epik,,TRUE,,,,,,,,,,,,,,,,,,,,,,Epik,Epik,SciCrunch API,https://scicrunch.org/browse/resources/SCR_016745,Software program for pKa prediction and protonation state generation for drug like molecules.,['https://www.schrodinger.com/epik'],[],[None],TRUE,SCR_016745,"['http://www.ncbi.nlm.nih.gov/pubmed/17899391', '(Epik, RRID:SCR_016745)']",['epik'],,,,,,,,,,,
431,,,,,10.1120/jacmp.v11i3.3240,2010,C. Inverse planning dosimetry,7,Gamma analysis for SmartArc plans calculated on 3 vs,SmartArc,,SM139015,software,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,10.1080/0194262X.2013.833068,2013,"ENHANCEMENTS TO IMPROVE WORKFLOW: SEARCHING, POSTSEARCH PROCESSING, AND ACCESS",4," Previously, one could input an InChI or SMILES string into the SciFinder structure editor and it would convert it to a structure or one could cut and paste (or import a file of) a previously drawn structure from ISIS/Draw, ChemDraw or ChemBioDraw",ChemBioDraw,,SM2808,software,390,,,,,,,,,,,,ChemBioDraw,EnhanceChemdraw,Github API,https://github.com/phylixal/EnhanceChemdraw,Add more hotkeys and functions to ChemBioDraw,https://github.com/phylixal/EnhanceChemdraw,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,10.1038/s41467-021-24332-0,2021,Methods,27,02 software) or a Leica SP8 inverted microscope (LAS X software) equipped with 405?nm laser line for four-colour imaging as z-stacks to cover the whole apical surface of cells in the placode,LAS X,,SM15830,software,1903,,,,,,,,,,,,LAS X,LastFm,Github API,https://github.com/getsling/LastFm,Block based Last.fm SDK for iOS and Mac OS X,https://github.com/getsling/LastFm,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,10.3389/fpls.2017.01668,2017,Materials and Methods,9,The final mapping of the linkage groups as well as the QTL analysis was done by QTL IciMapping software V4,QTL IciMapping,,SM154823,software,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,comm,comm/eLife/PMC7060040.nxml,7060040,316749050,10.7554/eLife.46393,2019,Impact of trajectory connection distance on vbSPT model output.,13,(B–C) Comparison of the vbSPT model outputs on trajectories synthesized using the three connection distance threshold values shows that vbSPT was able to pick the correct model size (of 2) at all three settings,vbSPT,,SM293598,software,308,,,,,,,,,,,,vbSPT,vbSPT,Github API,https://github.com/bmelinden/vbSPT,Analysis of Single Particle Tracking data,https://github.com/bmelinden/vbSPT,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,vbSPT,vbSPT,SciCrunch API,https://scicrunch.org/browse/resources/SCR_017554,"Software package for analysis of single particle diffusion trajectories, where diffusion constants switch randomly according to Markov process. Analytical tool  to combine  information from thousands of short single-molecule trajectories of intracellularly diffusing proteins. Has ability to learn number of diffusive states directly from data, in addition to model parameters such as transition rates and diffusion constants.",['http://vbspt.sourceforge.net/'],['https://sourceforge.net/projects/vbspt/files/latest/download?source=files'],[None],TRUE,SCR_017554,"['http://www.ncbi.nlm.nih.gov/pubmed/23396281', '(vbSPT, RRID:SCR_017554)']",['vbspt'],,,,,,,,,,,
436,,,,,10.1007/s40262-017-0583-8,2017,Modeling,0,"A full-body PBPK model comprising 13 tissue/organ compartments was built and coded in Berkeley Madonna syntax, Version 8",Berkeley Madonna,,SM8738,software,646,,,,,,,,,,,,Berkeley Madonna,BM2mrgsolve,Github API,https://github.com/MikeKSmith/BM2mrgsolve,Converting Berkeley Madonna to mrgsolve,https://github.com/MikeKSmith/BM2mrgsolve,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,10.3389/fimmu.2020.605288,2020,Statistical Analysis,0," If present, outliers were calculated using GraphPad QuickCalcs and removed",GraphPad QuickCalcs,,SM4481,software,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,comm,comm/Front_Genet/PMC7859448.nxml,7859448,335521280,10.3389/fgene.2020.610704,2021,paper_abstract,0,"Using the available datasets of TCGA or GEO, we aimed at exploring the potential association between the SNRPA gene and lung cancer by several online tools (such as GEIPA2, MEXPRESS, Oncomine) and bioinformatics analysis software (R or GSEA)",MEXPRESS,,SM28334,software,706,,,,,,,,,,,,MEXPRESS,MEXPRESS,Github API,https://github.com/manassur/MEXPRESS,,https://github.com/manassur/MEXPRESS,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,comm,comm/PLoS_One/PMC4535860.nxml,4535860,262708240,10.1371/journal.pone.0135325,2015,Estimation of Evolutionary Rates and Dates,18,The trees were summarized in a target tree by the Tree Annotator program included in the BEAST package by choosing the tree with the maximum product of posterior probabilities (maximum clade credibility) after a 50% burn-in,Tree Annotator,,SM683,software,381,,,,,,,,,,,,Tree Annotator,asttokens,Github API,https://github.com/gristlabs/asttokens,Annotate Python AST trees with source text and token information,https://github.com/gristlabs/asttokens,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,10.1080/01621459.2013.879531,2014,Logistic Regression,7, We note that both ISIS-SCAD and SMLE-SCAD combination perform satisfactorily,ISIS,,SM16313,software,13595,,,,,,,,,,,,ISIS,isis,Github API,https://github.com/apache/isis,"Apache Isis™ software is a framework for rapidly developing domain-driven apps in Java. Write your business logic in entities, domain services or view models, and the framework dynamically generates a representation of that domain model as a webapp or as a RESTful API. For prototyping or production. ",https://github.com/apache/isis,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,10.7717/peerj.9932,2020,Results,5,The CREx analysis predicted the alternative scenarios how the three scale insect mitogenomes rearranged from the ancestral type of mitogenome of ,CREx,,SM36430,software,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,comm,comm/Orphanet_J_Rare_Dis/PMC4559212.nxml,4559212,263382060,10.1186/s13023-015-0328-4,2015,Statistical analysis,25,"Statistical analysis of clinical data and the frataxin assay was performed using Statistical Package for the Social Sciences (SPSS) v.22 (IBM, Armonk, NY, USA) or Graph Pad Prism (Graph Pad Software, Inc., San Diego, CA)",Pad,,SM4979,software,1359,,,,,,,,,,,,Pad,PaddleOCR,Github API,https://github.com/PaddlePaddle/PaddleOCR,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices)",https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,10.1002/jmv.24772,2017,Molecular typing and phylogenetic analysis,1,Sequences were assembled and aligned to EV?D68 or HRV genome with SeqScape Software v2,SeqScape,,SM4593,software,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,comm,comm/F1000Res/PMC6178912.nxml,6178912,303564280,10.12688/f1000research.15398.3,2018,Post-hoc filtering on the standard deviation in proportions,117,"The above post-hoc filter is not part of the DRIMSeq modeling steps, and to avoid interfering with the modeling, we run it after DRIMSeq",DRIMSeq,,SM38055,software,443,,,,,,,,,,,,DRIMSeq,DRIMSeq,Github API,https://github.com/gosianow/DRIMSeq,Package Homepage: http://bioconductor.org/packages/devel/bioc/html/DRIMSeq.html Bug Reports: https://support.bioconductor.org/p/new/post/?tag_val=DRIMSeq or https://github.com/gosianow/DRIMSeq/issues,https://github.com/gosianow/DRIMSeq,,TRUE,,,,,,,,,,,DRIMSeq,DRIMSeq,Bioconductor Index,Bioconductor,https://www.bioconductor.org/packages/release/bioc/html/DRIMSeq.html,Differential transcript usage and tuQTL analyses with Dirichlet-multinomial model in RNA-seq,[''],GPL (>= 3),,TRUE,https://doi.org/doi:10.18129/B9.bioc.DRIMSeq,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,10.1080/01904167.2017.1381116,2018,Materials and methods,6, The statistical analysis of data was done using SPSS (16 v) and Microsoft excel at 5% level of significance,Microsoft excel,,SM986,software,2270,,,,,,,,,,,,Microsoft excel,excelize,Github API,https://github.com/qax-os/excelize,Golang library for reading and writing Microsoft Excel™ (XLSX) files.,https://github.com/qax-os/excelize,BSD-3-Clause,FALSE,,,,,,,,,,,,,,,,,,,,,,Microsoft excel,Microsoft Excel,SciCrunch API,https://scicrunch.org/browse/resources/SCR_016137,Software application with data analysis tools and spreadsheet templates to track and visualize data. It is used to manage and process data.,['https://www.microsoft.com/en-gb/'],[],[None],FALSE,SCR_016137,"[nan, '(Microsoft Excel, RRID:SCR_016137)']",['microsoft excel'],,,,,,,,,,,
446,,,,,10.3390/s140101629,2014,Conclusions,1,The backbone of the system is its modular architecture based on an OSGi framework where different bundles (independent pieces of code) are in charge of providing the required functionalities,OSGi,,SM79798,software,510,,,,,,,,,,,,OSGi,OSGi,Github API,https://github.com/UIShell/OSGi,,https://github.com/UIShell/OSGi,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,comm,comm/PLoS_Comput_Biol/PMC1924875.nxml,1924875,176589430,10.1371/journal.pcbi.0030140,2007,fig_caption,1,"Predicted unstructured regions by NORSnet, however, differed in their composition from regular loops, flexible loops, and from any type of disorder that has been described previously (unpublished data) [39,44]",NORSnet,,SM110288,software,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,non_comm,non_comm/ACS_Chem_Biol/PMC4610303.nxml,4610303,255603050,10.1021/cb500787b,2015,Spontaneous Raman spectroscopy,27,The total data acquisition was performed during 60 s using WiRE software,WiRE,,SM2729,software,436,,,,,,,,,,,,WiRE,wire,Github API,https://github.com/square/wire,"gRPC and protocol buffers for Android, Kotlin, and Java.",https://github.com/square/wire,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,non_comm,non_comm/Bioinformatics/PMC3244761.nxml,3244761,220392060,10.1093/bioinformatics/btr595,2012,,7,"The comparison of the running time of BLAST, RAPSearch and RAPSearch2",RAPSearch2,,SM99816,software,355,,,,,,,,,,,,RAPSearch2,RAPSearch2,Github API,https://github.com/zhaoyanswill/RAPSearch2,Reduced Alphabet based Protein similarity Search,https://github.com/zhaoyanswill/RAPSearch2,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,comm,comm/BMC_Complement_Med_Ther/PMC8480017.nxml,8480017,345836760,10.1186/s12906-021-03410-2,2021,fig_caption,1,B Micro-CT analysis of joints of AIA rats with different treatments under anesthesia using the Skyscan 1276 Micro-CT,Skyscan,,SM18461,software,4215,,,,,,,,,,,,Skyscan,skyscanner-python-sdk,Github API,https://github.com/Skyscanner/skyscanner-python-sdk,Skyscanner Python SDK,https://github.com/Skyscanner/skyscanner-python-sdk,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,comm,comm/PLoS_One/PMC7347146.nxml,7347146,326450610,10.1371/journal.pone.0235741,2020,,182,Which statistical package was used? Authors simply state ‘stats’ package.,stats,,SM1657,software,7890,,,,,,,,,,,,stats,stats,Github API,https://github.com/exelban/stats,macOS system monitor in your menu bar,https://github.com/exelban/stats,MIT,TRUE,stats,stats,Pypi Index,Pypi,https://pypi.org/project/stats,Calculator-style statistical functions,['http://code.google.com/p/pycalcstats/'],OSI Approved :: MIT License,[None],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,non_comm,non_comm/Sci_Adv/PMC7385432.nxml,7385432,327664430,10.1126/sciadv.aaz7835,2020,Processing of previously reported samples from patients with cancer and classification of variants,57,WGS data from 19 previously reported Korean individuals with gastric cancer were obtained from NCBI (SRP014574 and SRA057772) and mapped to hg38 using BWA-MEM (ver,BWA-MEM,,SM15938,software,5825,,,,,,,,,,,,BWA-MEM,bwa-mem2,Github API,https://github.com/bwa-mem2/bwa-mem2,The next version of bwa-mem ,https://github.com/bwa-mem2/bwa-mem2,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,10.1080/10807039.2017.1308815,2017,paper_title,0,A combined DEMATEL and grey system theory approach for analyzing occupational risks: A case study in Turkish shipbuilding industry,DEMATEL,,SM206836,software,7737,,,,,,,,,,,,DEMATEL,DEMATEL,Github API,https://github.com/Djacksson/DEMATEL,,https://github.com/Djacksson/DEMATEL,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,comm,comm/BMC_Bioinformatics/PMC3314570.nxml,3314570,225369610,10.1186/1471-2105-13-S4-S15,2012,,5,"Step-by-step protocol, implemented to produce both NumtS compilations and NumtS tracks in the four species examined.",NumtS,,SM84393,software,471,,,,,,,,,,,,NumtS,NUMTs-detection,Github API,https://github.com/WeiWei060512/NUMTs-detection,Detecting NUMTs from WGS,https://github.com/WeiWei060512/NUMTs-detection,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,10.2196/12538,2020,paper_abstract,0," The participants were allocated to the Active2Gether-Full condition (tailored coaching messages, self-monitoring, and social comparison), Active2Gether-Light condition (self-monitoring and social comparison), and the Fitbit-only control condition (self-monitoring)",Active2Gether,,SM686287,software,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,10.1162/jocn_a_01354,2019,METHODS,8," The T1 images were segmented into gray- and white-matter maps, which were used for creating a sample-specific group template with DARTEL (Ashburner, ",DARTEL,,SM17811,software,5620,,,,,,,,,,,,DARTEL,spm12-dartel,Github API,https://github.com/scanUCLA/spm12-dartel,Preprocessing of functional and structural MRI data into standardized MNI space using SPM12 and DARTEL.,https://github.com/scanUCLA/spm12-dartel,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,comm,comm/Front_Cell_Dev_Biol/PMC8397464.nxml,8397464,344582650,10.3389/fcell.2021.707677,2021,Prediction of the Efficacy of Each Subtype of Immunotherapy and Targeted Therapy,10,We used data from patients with melanoma treated with immunotherapy to indirectly predict the efficacy of immunotherapy in melanoma subclasses by measuring the similarity of gene expression profiles between the subclasses determined in this study and those in patients with melanoma based on SubMap analysis (gene pattern),SubMap,,SM30120,software,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,10.1007/s41745-020-00210-4,2020,Simulator Description and Features,29,py),py,,SM5071,software,5137,,,,,,,,,,,,py,py,Github API,https://github.com/codebasics/py,Repository to store sample python programs for python learning,https://github.com/codebasics/py,,TRUE,py,py,Pypi Index,Pypi,https://pypi.org/project/py,"library with cross-python path, ini-parsing, io, code, log facilities",['https://py.readthedocs.io/'],OSI Approved :: MIT License,[None],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,non_comm,non_comm/Nucleic_Acids_Res/PMC6144796.nxml,6144796,298466990,10.1093/nar/gky459,2018,PIPE-CLIP and annotation of BED files,7,The output file of enriched clusters for each sample was then annotated using Bedtools (31),Bedtools,,SM15754,software,15048,,,,,,,,,,,,Bedtools,bedtools2,Github API,https://github.com/arq5x/bedtools2,bedtools - the swiss army knife for genome arithmetic,https://github.com/arq5x/bedtools2,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,Bedtools,BEDTools,SciCrunch API,https://scicrunch.org/browse/resources/SCR_006646,"A powerful toolset for genome arithmetic allowing one to address common genomics tasks such as finding feature overlaps and computing coverage. Bedtools allows one to intersect, merge, count, complement, and shuffle genomic intervals from multiple files in widely-used genomic file formats such as BAM, BED, GFF/GTF, VCF. While each individual tool is designed to do a relatively simple task (e.g., intersect two interval files), quite sophisticated analyses can be conducted by combining multiple bedtools operations on the UNIX command line.",['https://github.com/arq5x/bedtools2'],"['https://code.google.com/p/bedtools/,', 'https://bio.tools/bedtools']",['https://github.com/arq5x/bedtools2'],FALSE,SCR_006646,"['http://www.ncbi.nlm.nih.gov/pubmed/20110278', '(BEDTools, RRID:SCR_006646)']","['bedtools - a swiss army knife for genome arithmetic', 'bedtools: a flexible suite of utilities for comparing genomic features', 'bedtools']",,,,,,,,,,,
460,,,,,10.3109/17482961003602363,2010,Materials and methods,2,Digital images were taken on a Leica DM 2500 microscope using Spot Advanced software,Spot Advanced,,SM7992,software,414,,,,,,,,,,,,Spot Advanced,spotify-workbench,Github API,https://github.com/Cutaiar/spotify-workbench,advanced user facing tooling for music exploration and management,https://github.com/Cutaiar/spotify-workbench,,FALSE,,,,,,,,,,,,,,,,,,,,,,Spot Advanced,SPOT Advanced,SciCrunch API,https://scicrunch.org/browse/resources/SCR_016613,"Suite of software applications for capturing, enhancing and analyzing microscope images for SPOT camera by SPOT  Imaging, a division of Diagnostic Instruments, Inc.",['http://www.spotimaging.com/software/spot-advanced/'],[],[None],FALSE,SCR_016613,"[nan, '(SPOT Advanced, RRID:SCR_016613)']","['spots', 'melanophore spot', 'spot advanced']",,,,,,,,,,,
