,software,count,urls
918,rpart,27,"[['https://www.sciencedirect.com/science/article/pii/S0019057820305723?v=s5', 'https://api.elsevier.com/content/article/pii/S0019057820305723', 'https://www.ncbi.nlm.nih.gov/pubmed/33451801/', 'https://doi.org/10.1016/j.isatra.2020.12.053'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120714/'], ['https://doi.org/10.1101/2020.04.09.20059311'], ['https://www.sciencedirect.com/science/article/pii/S2590113320300171?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32905083/', 'https://api.elsevier.com/content/article/pii/S2590113320300171', 'https://doi.org/10.1016/j.gloepi.2020.100033'], ['https://doi.org/10.1101/2020.07.10.196352'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7670992/'], ['https://www.ncbi.nlm.nih.gov/pubmed/27798277/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33138859/', 'https://doi.org/10.1186/s13756-020-00825-3'], ['https://doi.org/10.1101/2020.06.14.20130880', 'http://medrxiv.org/cgi/content/short/2020.06.14.20130880v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pubmed/32814287/', 'https://www.sciencedirect.com/science/article/pii/S0048969720348154?v=s5', 'https://doi.org/10.1016/j.scitotenv.2020.141286', 'https://api.elsevier.com/content/article/pii/S0048969720348154'], ['https://arxiv.org/pdf/2011.11576v1.pdf'], ['https://api.elsevier.com/content/article/pii/S0960077920302502', 'https://arxiv.org/pdf/2004.09996v1.pdf', 'https://www.ncbi.nlm.nih.gov/pubmed/32355424/', 'https://doi.org/10.1016/j.chaos.2020.109850', 'https://www.sciencedirect.com/science/article/pii/S0960077920302502?v=s5'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223654/'], ['https://doi.org/10.1186/s12879-020-05091-7', 'https://www.ncbi.nlm.nih.gov/pubmed/32448137/'], ['https://doi.org/10.1371/journal.pone.0238160', 'https://www.ncbi.nlm.nih.gov/pubmed/32822430/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4316158/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4383489/'], ['https://arxiv.org/pdf/2012.07188v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/33170150/', 'https://doi.org/10.18632/aging.103980'], ['https://doi.org/10.1101/2021.02.01.21250919', 'http://medrxiv.org/cgi/content/short/2021.02.01.21250919v1?rss=1'], ['https://doi.org/10.1111/ajt.16117', 'https://www.ncbi.nlm.nih.gov/pubmed/32515544/'], ['https://api.elsevier.com/content/article/pii/S0167587718301302', 'https://doi.org/10.1016/j.prevetmed.2019.01.005', 'https://www.ncbi.nlm.nih.gov/pubmed/30771890/', 'https://www.sciencedirect.com/science/article/pii/S0167587718301302']]"
919,NosoLine,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/16183520/', 'https://www.sciencedirect.com/science/article/pii/S1473309905702437', 'https://api.elsevier.com/content/article/pii/S1473309905702437']]"
920,ti,108,"[['https://www.sciencedirect.com/science/article/pii/S0278431920302851?v=s5', 'https://doi.org/10.1016/j.ijhm.2020.102733', 'https://www.ncbi.nlm.nih.gov/pubmed/33106721/', 'https://api.elsevier.com/content/article/pii/S0278431920302851'], ['https://www.sciencedirect.com/science/article/pii/S0190740920322052', 'https://api.elsevier.com/content/article/pii/S0190740920322052', 'https://doi.org/10.1016/j.childyouth.2020.105783', 'https://www.ncbi.nlm.nih.gov/pubmed/33518862/'], ['https://doi.org/10.3390/ijerph17134859', 'https://www.ncbi.nlm.nih.gov/pubmed/32640598/'], ['https://doi.org/10.2147/ijgm.s277273', 'https://www.ncbi.nlm.nih.gov/pubmed/33154661/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33008431/', 'https://doi.org/10.1186/s13011-020-00319-w'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168010/'], ['https://doi.org/10.3390/ijerph17228484', 'https://www.ncbi.nlm.nih.gov/pubmed/33207740/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7168006/'], ['https://doi.org/10.3389/fpsyg.2020.535353', 'https://www.ncbi.nlm.nih.gov/pubmed/33262718/'], ['https://doi.org/10.2147/rmhp.s251733', 'https://www.ncbi.nlm.nih.gov/pubmed/32943962/'], ['https://doi.org/10.1016/j.japh.2020.07.019', 'https://api.elsevier.com/content/article/pii/S1544319120303447', 'https://www.sciencedirect.com/science/article/pii/S1544319120303447', 'https://www.ncbi.nlm.nih.gov/pubmed/32800456/'], ['http://medrxiv.org/cgi/content/short/2020.11.20.20235978v1?rss=1', 'https://doi.org/10.1101/2020.11.20.20235978'], ['https://doi.org/10.3389/fpsyg.2020.572450', 'https://www.ncbi.nlm.nih.gov/pubmed/33240162/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33401429/', 'https://doi.org/10.3390/microorganisms9010089'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7266427/'], ['https://api.elsevier.com/content/article/pii/S1551714420302354', 'https://doi.org/10.1016/j.cct.2020.106157', 'https://www.ncbi.nlm.nih.gov/pubmed/32971277/', 'https://www.sciencedirect.com/science/article/pii/S1551714420302354?v=s5'], ['https://doi.org/10.1016/j.erss.2020.101784', 'https://www.ncbi.nlm.nih.gov/pubmed/33042777/', 'https://api.elsevier.com/content/article/pii/S2214629620303595', 'https://www.sciencedirect.com/science/article/pii/S2214629620303595'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778477/'], ['https://www.ncbi.nlm.nih.gov/pubmed/18093700/', 'https://api.elsevier.com/content/article/pii/S0264410X07012741', 'https://www.sciencedirect.com/science/article/pii/S0264410X07012741'], ['https://doi.org/10.1016/j.chiabu.2020.104697', 'https://api.elsevier.com/content/article/pii/S0145213420303525', 'https://www.sciencedirect.com/science/article/pii/S0145213420303525?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32839023/'], ['https://api.elsevier.com/content/article/pii/S0019850120304065', 'https://www.sciencedirect.com/science/article/pii/S0019850120304065'], ['https://www.ncbi.nlm.nih.gov/pubmed/33184755/', 'https://doi.org/10.1007/s13187-020-01921-z'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896126/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7814262/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7565662/'], ['https://doi.org/10.1101/2021.01.19.21249790', 'http://medrxiv.org/cgi/content/short/2021.01.19.21249790v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pubmed/32572282/', 'https://api.elsevier.com/content/article/pii/S0160738305000691', 'https://www.sciencedirect.com/science/article/pii/S0160738305000691', 'https://doi.org/10.1016/j.annals.2004.10.012'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7654566/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33243066/', 'https://doi.org/10.1080/0886022x.2020.1847722'], ['https://doi.org/10.3390/ijerph17228654', 'https://www.ncbi.nlm.nih.gov/pubmed/33233390/'], ['https://doi.org/10.1002/eahr.500051', 'https://www.ncbi.nlm.nih.gov/pubmed/32421947/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7698447/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32679848/', 'https://doi.org/10.3390/ijerph17145112'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5704660/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33245299/', 'https://doi.org/10.26633/rpsp.2020.154'], ['https://doi.org/10.1093/pm/pnaa365', 'https://www.ncbi.nlm.nih.gov/pubmed/33313733/'], ['https://api.elsevier.com/content/article/pii/S0195670117303833', 'https://doi.org/10.1016/j.jhin.2017.07.001', 'https://www.sciencedirect.com/science/article/pii/S0195670117303833', 'https://www.ncbi.nlm.nih.gov/pubmed/28690117/'], ['https://doi.org/10.1007/s12134-020-00764-3', 'https://www.ncbi.nlm.nih.gov/pubmed/32837335/'], ['https://doi.org/10.1016/j.jclepro.2013.12.058', 'https://www.sciencedirect.com/science/article/pii/S0959652613009128', 'https://api.elsevier.com/content/article/pii/S0959652613009128', 'https://www.ncbi.nlm.nih.gov/pubmed/32288346/'], ['https://doi.org/10.1093/geront/gnaa162', 'https://www.ncbi.nlm.nih.gov/pubmed/33104191/'], ['https://www.sciencedirect.com/science/article/pii/S0160791X20302414?v=s5', 'https://api.elsevier.com/content/article/pii/S0160791X20302414', 'https://www.ncbi.nlm.nih.gov/pubmed/32843779/', 'https://doi.org/10.1016/j.techsoc.2020.101358'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223766/'], ['https://doi.org/10.2196/19887', 'https://www.ncbi.nlm.nih.gov/pubmed/33118945/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7580265/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33351852/', 'https://doi.org/10.1371/journal.pone.0244420'], ['https://www.ncbi.nlm.nih.gov/pubmed/32540839/', 'https://doi.org/10.2196/20712'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088711/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33538895/', 'https://doi.org/10.1007/s00520-021-06026-x'], ['https://doi.org/10.3390/ijerph17176390', 'https://www.ncbi.nlm.nih.gov/pubmed/32887328/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6998699/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2944955/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134270/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7553369/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159364/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33499864/', 'https://doi.org/10.1186/s12913-021-06082-3'], ['https://api.elsevier.com/content/article/pii/S1064748120303821', 'https://www.sciencedirect.com/science/article/pii/S1064748120303821?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/32682619/', 'https://doi.org/10.1016/j.jagp.2020.06.013'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7576316/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159347/'], ['https://doi.org/10.1177/2158244019827717', 'https://www.ncbi.nlm.nih.gov/pubmed/32395392/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134297/'], ['https://arxiv.org/pdf/2101.12676v1.pdf'], ['https://api.elsevier.com/content/article/pii/S1525861020302802', 'https://www.ncbi.nlm.nih.gov/pubmed/32334773/', 'https://www.sciencedirect.com/science/article/pii/S1525861020302802', 'https://doi.org/10.1016/j.jamda.2020.03.021'], ['https://api.elsevier.com/content/article/pii/S0277953604001704', 'https://www.ncbi.nlm.nih.gov/pubmed/15474209/', 'https://www.sciencedirect.com/science/article/pii/S0277953604001704'], ['https://www.ncbi.nlm.nih.gov/pubmed/32825269/', 'https://doi.org/10.3390/healthcare8030280'], ['https://www.sciencedirect.com/science/article/pii/S2212420919312646', 'https://www.ncbi.nlm.nih.gov/pubmed/32363141/', 'https://api.elsevier.com/content/article/pii/S2212420919312646', 'https://doi.org/10.1016/j.ijdrr.2019.101440'], ['https://www.ncbi.nlm.nih.gov/pubmed/33035215/', 'https://doi.org/10.1371/journal.pone.0238510'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334185/'], ['https://doi.org/10.3390/ijerph18020425', 'https://www.ncbi.nlm.nih.gov/pubmed/33430355/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32759832/', 'https://doi.org/10.3390/ijerph17155618'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7744255/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33177775/', 'https://doi.org/10.2471/blt.20.252742'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1495721/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32843186/', 'https://www.sciencedirect.com/science/article/pii/S0277953620305098?v=s5', 'https://api.elsevier.com/content/article/pii/S0277953620305098', 'https://doi.org/10.1016/j.socscimed.2020.113290'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134276/'], ['https://doi.org/10.1016/j.gloenvcha.2020.102159', 'https://www.sciencedirect.com/science/article/pii/S0959378020307421', 'https://www.ncbi.nlm.nih.gov/pubmed/32982074/', 'https://api.elsevier.com/content/article/pii/S0959378020307421'], ['https://www.ncbi.nlm.nih.gov/pubmed/33304205/', 'https://doi.org/10.1155/2020/6696296'], ['https://www.ncbi.nlm.nih.gov/pubmed/33239094/', 'https://doi.org/10.1186/s13584-020-00429-7'], ['https://www.ncbi.nlm.nih.gov/pubmed/33068237/', 'https://doi.org/10.1007/s11136-020-02626-y'], ['https://www.ncbi.nlm.nih.gov/pubmed/32509512/', 'https://api.elsevier.com/content/article/pii/S2212420920302119', 'https://doi.org/10.1016/j.ijdrr.2020.101691', 'https://www.sciencedirect.com/science/article/pii/S2212420920302119?v=s5'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7696935/'], ['https://doi.org/10.2196/21644', 'https://www.ncbi.nlm.nih.gov/pubmed/33289678/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7233299/'], ['https://doi.org/10.1016/j.vaccine.2020.04.027', 'https://www.sciencedirect.com/science/article/pii/S0264410X20305077', 'https://www.ncbi.nlm.nih.gov/pubmed/32376108/', 'https://api.elsevier.com/content/article/pii/S0264410X20305077'], ['https://doi.org/10.5455/aim.2020.28.94-97', 'https://www.ncbi.nlm.nih.gov/pubmed/32742059/'], ['https://doi.org/10.1101/2020.07.16.20155630', 'http://medrxiv.org/cgi/content/short/2020.07.16.20155630v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7750635/'], ['https://api.elsevier.com/content/article/pii/S0016718520302426', 'https://www.ncbi.nlm.nih.gov/pubmed/33100368/', 'https://doi.org/10.1016/j.geoforum.2020.09.016', 'https://www.sciencedirect.com/science/article/pii/S0016718520302426'], ['https://doi.org/10.1111/famp.12585', 'https://www.ncbi.nlm.nih.gov/pubmed/32678461/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7576981/'], ['https://api.elsevier.com/content/article/pii/S0964339720301300', 'https://www.ncbi.nlm.nih.gov/pubmed/32855008/', 'https://www.sciencedirect.com/science/article/pii/S0964339720301300', 'https://doi.org/10.1016/j.iccn.2020.102927'], ['https://www.ncbi.nlm.nih.gov/pubmed/32835225/', 'https://doi.org/10.1186/s43058-020-00057-x']]"
921,Scanpy 163,1,[['https://doi.org/10.1101/2020.04.19.049254']]
922,BioConda,3,"[['https://doi.org/10.1371/journal.ppat.1008643', 'https://www.ncbi.nlm.nih.gov/pubmed/32790776/'], ['https://doi.org/10.1101/2020.12.09.418731'], ['https://doi.org/10.1101/2020.02.21.959973']]"
923,DrugScore (DSX),1,"[['https://doi.org/10.1080/07391102.2020.1837680', 'https://www.ncbi.nlm.nih.gov/pubmed/33094680/']]"
924,TILEK,2,"[['https://www.ncbi.nlm.nih.gov/pubmed/32316979/', 'https://doi.org/10.1186/s13002-020-00366-4']]"
925,mRFEI,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33082618/', 'https://doi.org/10.1016/j.foodpol.2020.101985', 'https://www.sciencedirect.com/science/article/pii/S0306919220301895', 'https://api.elsevier.com/content/article/pii/S0306919220301895']]"
926,Charazac,1,"[['https://www.sciencedirect.com/science/article/pii/S0014385520301146', 'https://api.elsevier.com/content/article/pii/S0014385520301146', 'https://www.ncbi.nlm.nih.gov/pubmed/33106708/', 'https://doi.org/10.1016/j.evopsy.2020.09.002']]"
927,- Phylogenetic Tree Prediction (,1,"[['https://doi.org/10.1186/1751-0147-52-1', 'https://www.ncbi.nlm.nih.gov/pubmed/20053278/']]"
928,Online Age Calculator,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088617/']]
929,iPeer2Peer,6,"[['https://doi.org/10.3390/children7090129', 'https://www.ncbi.nlm.nih.gov/pubmed/32906581/']]"
930,Compute,3,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324260/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4389116/'], ['https://doi.org/10.1016/j.ejps.2021.105744', 'https://www.ncbi.nlm.nih.gov/pubmed/33540040/', 'https://www.sciencedirect.com/science/article/pii/S0928098721000464?v=s5', 'https://api.elsevier.com/content/article/pii/S0928098721000464']]"
931,Rayyan,25,"[['https://api.elsevier.com/content/article/pii/S1755296620300442', 'https://doi.org/10.1016/j.mhpa.2020.100360', 'https://www.ncbi.nlm.nih.gov/pubmed/33020704/', 'https://www.sciencedirect.com/science/article/pii/S1755296620300442?v=s5'], ['https://doi.org/10.1080/16549716.2020.1815272', 'https://www.ncbi.nlm.nih.gov/pubmed/32909519/'], ['https://doi.org/10.3389/fpsyt.2020.598746', 'https://www.ncbi.nlm.nih.gov/pubmed/33329148/'], ['https://arxiv.org/pdf/2001.11268v1.pdf'], ['https://doi.org/10.1101/2020.03.25.20043745', 'http://medrxiv.org/cgi/content/short/2020.03.25.20043745v1?rss=1'], ['https://doi.org/10.1371/journal.pone.0233147', 'https://www.ncbi.nlm.nih.gov/pubmed/32392262/'], ['http://medrxiv.org/cgi/content/short/2020.06.04.20122069v1?rss=1', 'https://doi.org/10.1101/2020.06.04.20122069'], ['https://doi.org/10.1016/j.chiabu.2020.104710', 'https://www.ncbi.nlm.nih.gov/pubmed/32938531/', 'https://api.elsevier.com/content/article/pii/S0145213420303653', 'https://www.sciencedirect.com/science/article/pii/S0145213420303653?v=s5'], ['https://doi.org/10.1101/2021.01.26.21250420', 'http://medrxiv.org/cgi/content/short/2021.01.26.21250420v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pubmed/32429038/', 'https://doi.org/10.3390/tropicalmed5020080'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7489681/'], ['https://doi.org/10.1136/postgradmedj-2020-137906', 'https://www.ncbi.nlm.nih.gov/pubmed/32518075/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7014604/'], ['http://medrxiv.org/cgi/content/short/2020.05.07.20094839v1?rss=1', 'https://doi.org/10.1101/2020.05.07.20094839'], ['https://www.ncbi.nlm.nih.gov/pubmed/32676052/', 'https://doi.org/10.3389/fneur.2020.00687'], ['https://www.ncbi.nlm.nih.gov/pubmed/33418971/', 'https://doi.org/10.3390/jpm11010030'], ['https://www.sciencedirect.com/science/article/pii/S2213422020301050?v=s5', 'https://api.elsevier.com/content/article/pii/S2213422020301050', 'https://doi.org/10.1016/j.imr.2020.100473', 'https://www.ncbi.nlm.nih.gov/pubmed/32766112/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33424478/', 'https://doi.org/10.5195/jmla.2021.1169'], ['http://medrxiv.org/cgi/content/short/2020.09.03.20187526v1?rss=1', 'https://doi.org/10.1101/2020.09.03.20187526'], ['https://doi.org/10.7705/biomedica.5478', 'https://www.ncbi.nlm.nih.gov/pubmed/33152192/'], ['http://medrxiv.org/cgi/content/short/2020.07.28.20164012v1?rss=1', 'https://doi.org/10.1101/2020.07.28.20164012'], ['https://doi.org/10.1111/nyas.14506', 'https://www.ncbi.nlm.nih.gov/pubmed/33009668/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33327257/', 'https://doi.org/10.1097/md.0000000000023298'], ['https://www.ncbi.nlm.nih.gov/pubmed/33359043/', 'https://www.sciencedirect.com/science/article/pii/S0300571220303043', 'https://doi.org/10.1016/j.jdent.2020.103556', 'https://api.elsevier.com/content/article/pii/S0300571220303043'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7367406/'], ['https://doi.org/10.3389/fneur.2020.566308', 'https://www.ncbi.nlm.nih.gov/pubmed/33519663/'], ['https://doi.org/10.1016/j.jand.2020.07.016', 'https://www.sciencedirect.com/science/article/pii/S2212267220309308?v=s5', 'https://api.elsevier.com/content/article/pii/S2212267220309308', 'https://www.ncbi.nlm.nih.gov/pubmed/32807723/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32922366/', 'https://doi.org/10.3389/fendo.2020.00562'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7685910/'], ['http://medrxiv.org/cgi/content/short/2021.02.01.21250929v1?rss=1', 'https://doi.org/10.1101/2021.02.01.21250929']]"
932,Nutriquiz,6,"[['https://www.ncbi.nlm.nih.gov/pubmed/33478516/', 'https://doi.org/10.1186/s12937-021-00666-9']]"
933,PREVENTT,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7836783/']]
934,CScape,2,"[['https://doi.org/10.1111/2049-632x.12150', 'https://www.ncbi.nlm.nih.gov/pubmed/24488789/']]"
935,NSGA,16,"[['https://arxiv.org/pdf/2010.04452v1.pdf'], ['https://arxiv.org/pdf/2101.10667v1.pdf'], ['https://arxiv.org/pdf/2006.07087v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7354827/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7354802/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7354791/'], ['https://arxiv.org/pdf/2008.00395v1.pdf'], ['https://arxiv.org/pdf/2010.01380v1.pdf'], ['https://www.sciencedirect.com/science/article/pii/S0360132320309288', 'https://doi.org/10.1016/j.buildenv.2020.107561', 'https://api.elsevier.com/content/article/pii/S0360132320309288', 'https://www.ncbi.nlm.nih.gov/pubmed/33519043/'], ['https://api.elsevier.com/content/article/pii/S2351978920315845', 'https://www.sciencedirect.com/science/article/pii/S2351978920315845'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304764/']]"
936,Foursquare,9,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7521238/'], ['http://medrxiv.org/cgi/content/short/2020.12.15.20248273v1?rss=1', 'https://doi.org/10.1101/2020.12.15.20248273'], ['https://arxiv.org/pdf/2012.02825v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304688/'], ['http://medrxiv.org/cgi/content/short/2020.12.07.20245282v1?rss=1', 'https://doi.org/10.1101/2020.12.07.20245282'], ['http://medrxiv.org/cgi/content/short/2020.05.06.20092841v1?rss=1', 'https://doi.org/10.1101/2020.05.06.20092841', 'https://www.ncbi.nlm.nih.gov/pubmed/32511536/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7848883/'], ['https://arxiv.org/pdf/2007.00894v1.pdf'], ['https://arxiv.org/pdf/2005.08738v1.pdf'], ['https://arxiv.org/pdf/2101.02695v1.pdf'], ['https://api.elsevier.com/content/article/pii/S0143622820306238', 'https://www.ncbi.nlm.nih.gov/pubmed/33162624/', 'https://www.sciencedirect.com/science/article/pii/S0143622820306238?v=s5', 'https://doi.org/10.1016/j.apgeog.2020.102363'], ['https://doi.org/10.1007/s11186-020-09410-4', 'https://www.ncbi.nlm.nih.gov/pubmed/32836677/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33191981/', 'https://doi.org/10.1007/s10844-020-00629-2'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7670024/'], ['https://arxiv.org/pdf/2007.08832v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7111645/'], ['https://www.sciencedirect.com/science/article/pii/B9780124078680000112', 'https://api.elsevier.com/content/article/pii/B9780124078680000112'], ['https://arxiv.org/pdf/2102.00848v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206191/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148222/'], ['https://arxiv.org/pdf/2101.09668v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7818077/'], ['https://api.elsevier.com/content/article/pii/S2210670720305862', 'https://www.ncbi.nlm.nih.gov/pubmed/32834933/', 'https://doi.org/10.1016/j.scs.2020.102365', 'https://www.sciencedirect.com/science/article/pii/S2210670720305862?v=s5'], ['https://arxiv.org/pdf/2002.12312v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206255/'], ['https://doi.org/10.3390/s20154171', 'https://www.ncbi.nlm.nih.gov/pubmed/32727101/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304753/'], ['https://arxiv.org/pdf/2007.13169v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7399565/'], ['https://doi.org/10.1038/s41598-020-74314-3', 'https://www.ncbi.nlm.nih.gov/pubmed/33057099/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32995140/', 'https://doi.org/10.1007/s40860-020-00111-4'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148099/'], ['https://doi.org/10.1016/j.healthplace.2020.102454', 'https://api.elsevier.com/content/article/pii/S1353829220303385', 'https://www.sciencedirect.com/science/article/pii/S1353829220303385', 'https://www.ncbi.nlm.nih.gov/pubmed/33032243/']]"
