,software,count,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments,rand_urls
898,Illumina Nextseq 500,1,,,,,,,,,,AK,,https://doi.org/10.3389/fcvm.2020.623012;https://www.ncbi.nlm.nih.gov/pubmed/33521069/
899,Excel QI charts,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190252/
900,SIMMreported,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33526953/;https://doi.org/10.1007/s11747-020-00765-9
901,SNVeff,1,,,,,,,,,,AK,,https://doi.org/10.1186/s13073-020-00751-4;https://www.ncbi.nlm.nih.gov/pubmed/32605661/
902,MPRAu,1,,,,,,,,,,AK,,https://doi.org/10.1101/2021.01.13.424697
903,Biolidics,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/32665420/;https://doi.org/10.1128/jcm.01361-20
904,Nextflow,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304703/
905,wA,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2008.10685v2.pdf;https://www.ncbi.nlm.nih.gov/pubmed/33501352/;https://doi.org/10.3389/frobt.2020.592382
906,AHSE,1,,,,,,,,,,AK,,https://doi.org/10.1007/s10459-020-10012-z;https://www.ncbi.nlm.nih.gov/pubmed/33175325/
907,Widgets,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/29140470/;https://doi.org/10.1093/nar/gkx1095
908,graphPad,3,,,,,,,,,,AK,,https://doi.org/10.1007/s13273-019-0046-4;https://www.ncbi.nlm.nih.gov/pubmed/32226459/
909,FIWARE NGSI,1,,,,,,,,,,AK,,https://doi.org/10.3390/s20154131;https://www.ncbi.nlm.nih.gov/pubmed/32722319/
910,. pl,3,,,,,,,,,,AK,,https://doi.org/10.1016/j.jtbi.2009.05.011;https://www.ncbi.nlm.nih.gov/pubmed/19481099/;https://api.elsevier.com/content/article/pii/S0022519309002367;https://www.sciencedirect.com/science/article/pii/S0022519309002367
911,DockRMSD,1,,,,,,,,,,AK,,https://doi.org/10.1080/07391102.2020.1852964;https://www.ncbi.nlm.nih.gov/pubmed/33317409/
912,Tableau Prep Builder,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.11.17.20233023;http://medrxiv.org/cgi/content/short/2020.11.17.20233023v1?rss=1
913,MLMP,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/21618914/
914,Symploca,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33398273/;https://doi.org/10.1101/2020.12.23.424111
915,DataLogger,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2011.02284v1.pdf
916,Raspberry Pi,15,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S2352648320300398?v=s5;https://doi.org/10.1016/j.smhl.2020.100147;https://api.elsevier.com/content/article/pii/S2352648320300398;https://www.ncbi.nlm.nih.gov/pubmed/33251320/
917,AutoPbsc,10,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169291/
918,rpart,27,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/27798277/
919,NosoLine,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/16183520/;https://www.sciencedirect.com/science/article/pii/S1473309905702437;https://api.elsevier.com/content/article/pii/S1473309905702437
920,ti,108,,,,,,,,,,AK,,http://medrxiv.org/cgi/content/short/2020.11.20.20235978v1?rss=1;https://doi.org/10.1101/2020.11.20.20235978
921,Scanpy 163,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.04.19.049254
922,BioConda,3,,,,,,,,,,AK,,https://doi.org/10.1101/2020.02.21.959973
923,DrugScore (DSX),1,,,,,,,,,,AK,,https://doi.org/10.1080/07391102.2020.1837680;https://www.ncbi.nlm.nih.gov/pubmed/33094680/
924,TILEK,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/32316979/;https://doi.org/10.1186/s13002-020-00366-4
925,mRFEI,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33082618/;https://doi.org/10.1016/j.foodpol.2020.101985;https://www.sciencedirect.com/science/article/pii/S0306919220301895;https://api.elsevier.com/content/article/pii/S0306919220301895
926,Charazac,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S0014385520301146;https://api.elsevier.com/content/article/pii/S0014385520301146;https://www.ncbi.nlm.nih.gov/pubmed/33106708/;https://doi.org/10.1016/j.evopsy.2020.09.002
927,- Phylogenetic Tree Prediction (,1,,,,,,,,,,AK,,https://doi.org/10.1186/1751-0147-52-1;https://www.ncbi.nlm.nih.gov/pubmed/20053278/
928,Online Age Calculator,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088617/
929,iPeer2Peer,6,,,,,,,,,,AK,,https://doi.org/10.3390/children7090129;https://www.ncbi.nlm.nih.gov/pubmed/32906581/
930,Compute,3,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324260/
931,Rayyan,25,,,,,,,,,,AK,,https://doi.org/10.1016/j.jand.2020.07.016;https://www.sciencedirect.com/science/article/pii/S2212267220309308?v=s5;https://api.elsevier.com/content/article/pii/S2212267220309308;https://www.ncbi.nlm.nih.gov/pubmed/32807723/
932,Nutriquiz,6,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33478516/;https://doi.org/10.1186/s12937-021-00666-9
933,PREVENTT,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7836783/
934,CScape,2,,,,,,,,,,AK,,https://doi.org/10.1111/2049-632x.12150;https://www.ncbi.nlm.nih.gov/pubmed/24488789/
935,NSGA,16,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304764/
936,Foursquare,9,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7848883/
937,Flutracker,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/27872828/
938,Cart,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/30732598/;https://doi.org/10.1186/s12917-019-1802-3
939,Inspector,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334982/
940,icolung,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2011.11719v2.pdf
941,Twitter search REST Application Programming Interface,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S0960077920304355?v=s5;https://api.elsevier.com/content/article/pii/S0960077920304355;https://doi.org/10.1016/j.chaos.2020.110037;https://www.ncbi.nlm.nih.gov/pubmed/32834597/
942,3CLpro,11,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33062950/;https://doi.org/10.1021/acsptsci.0c00074
943,OpenAPC,2,,,,,,,,,,AK,,https://arxiv.org/pdf/2008.04180v1.pdf
944,AtMAD,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33396976/;https://doi.org/10.1093/nar/gkaa1216
945,ILOG,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7321708/
946,FlexURS,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103154/
947,mafft,42,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33147627/;https://doi.org/10.1093/bib/bbaa232
948,PeakForce QNM,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6925649/
949,BayesSMILES,25,,,,,,,,,,AK,,https://doi.org/10.1101/2020.10.06.20208132;http://medrxiv.org/cgi/content/short/2020.10.06.20208132v1?rss=1;https://www.ncbi.nlm.nih.gov/pubmed/33469604/
950,. exe,3,,,,,,,,,,AK,,https://doi.org/10.1101/2020.10.19.20215319;http://medrxiv.org/cgi/content/short/2020.10.19.20215319v1?rss=1
951,lncRNA2Target,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/26697116/;https://doi.org/10.1186/s13040-015-0075-z
952,RiNA,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7786855/
953,PepSeq,8,,,,,,,,,,AK,,https://doi.org/10.1101/2020.07.27.222943;https://www.ncbi.nlm.nih.gov/pubmed/32743570/
954,pygame,4,,,,,,,,,,AK,,https://doi.org/10.1101/2021.01.08.425840
955,PrimeQuestÔ,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/27392420/;https://www.sciencedirect.com/science/article/pii/S0021997516300585;https://doi.org/10.1016/j.jcpa.2016.06.003;https://api.elsevier.com/content/article/pii/S0021997516300585
956,GWCelery,3,,,,,,,,,,AK,,https://arxiv.org/pdf/2101.11673v2.pdf
957,RAEW,1,,,,,,,,,,AK,,https://doi.org/10.1186/s12889-017-4319-3;https://www.ncbi.nlm.nih.gov/pubmed/28482830/
958,diMusic,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2010.07610v1.pdf
959,Tonometrics,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095207/
960,ChiroSolve,1,,,,,,,,,,AK,,https://doi.org/10.3389/fphar.2020.569665;https://www.ncbi.nlm.nih.gov/pubmed/33364944/
961,vTZ,1,,,,,,,,,,AK,,https://doi.org/10.3390/s21020520;https://www.ncbi.nlm.nih.gov/pubmed/33450919/
962,AICM,2,,,,,,,,,,AK,,https://arxiv.org/pdf/2011.12514v1.pdf
963,UPPMAX,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6567515/
964,OpenABM,44,,,,,,,,,,AK,,https://arxiv.org/pdf/2009.09422v1.pdf
965,Statsmodel Holt,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.07.22.20159913;http://medrxiv.org/cgi/content/short/2020.07.22.20159913v1?rss=1
966,SOFIA,12,,,,,,,,,,AK,,https://arxiv.org/pdf/2101.01812v1.pdf
967,Excel Visual Basic,1,,,,,,,,,,AK,,https://doi.org/10.1016/j.imu.2020.100442;https://api.elsevier.com/content/article/pii/S235291482030592X;https://www.sciencedirect.com/science/article/pii/S235291482030592X?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/33052312/
968,BOFIT,1,,,,,,,,,,AK,,https://api.elsevier.com/content/article/pii/S0264999320311792;https://doi.org/10.1016/j.econmod.2020.08.018;https://www.ncbi.nlm.nih.gov/pubmed/32904582/;https://www.sciencedirect.com/science/article/pii/S0264999320311792?v=s5
969,GFOLD,1,,,,,,,,,,AK,,https://api.elsevier.com/content/article/pii/S193131282030679X;https://www.sciencedirect.com/science/article/pii/S193131282030679X?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/33388094/;https://doi.org/10.1016/j.chom.2020.12.016
970,SHELXL2014,3,,,,,,,,,,AK,,https://doi.org/10.1107/s2052520620004424;https://arxiv.org/pdf/2012.03067v1.pdf;https://www.ncbi.nlm.nih.gov/pubmed/32831261/
971,VGStudio Max,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7835942/
972,DecPDSAG,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2010.14325v1.pdf
973,LightGraphs,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7347410/
974,NAGT,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2101.11294v1.pdf
975,COVIDOSE,16,,,,,,,,,,AK,,https://doi.org/10.1002/cpt.2117;https://www.ncbi.nlm.nih.gov/pubmed/33210302/
976,RespPlex,3,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/21460291/;https://doi.org/10.1093/cid/cir047
977,RcppRoll,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33032601/;https://doi.org/10.1186/s12916-020-01791-8
978,qSOFA,6,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103896/
979,HC Image,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33006316/;https://doi.org/10.7554/elife.59554
980,SiSCan,2,,,,,,,,,,AK,,https://doi.org/10.1007/s00705-019-04488-3;https://www.ncbi.nlm.nih.gov/pubmed/31982944/
981,Excel Office 365 ProPlus,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7608108/
982,Selecton Server,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/24693865/;https://doi.org/10.1186/1742-4690-11-27
983,DGATs,7,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206156/
984,dynFPCA,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.05.21.20109405;http://medrxiv.org/cgi/content/short/2020.05.21.20109405v1?rss=1
985,Leksell GammaPlan,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/32424565/;https://doi.org/10.1007/s00701-020-04400-y
986,LabVIEW®,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121714/
987,KADIS,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095876/
988,Epicentre,2,,,,,,,,,,AK,,https://arxiv.org/pdf/1705.02423v1.pdf
989,SMARXT,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33218038/;https://doi.org/10.3390/pharmacy8040221
990,EpiTrax,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/32941418/;https://doi.org/10.15585/mmwr.mm6937e3
991,PAT,3,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324034/
992,BIOVIA Discovery,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2005.11767v1.pdf
993,Capron,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079834/
994,RAMED,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/32693808/;https://doi.org/10.1186/s12961-020-00591-z
995,prME,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6963679/
996,ideaMakerSUITE,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7257444/
997,minSim,2,,,,,,,,,,AK,,https://doi.org/10.1101/2020.11.25.399238
998,REMAP−COVID,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33435249/;https://doi.org/10.3390/ijerph18020530
999,UW,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159717/
